LoanRange, LoanAmount , BusinessName ,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"h $25,000-$50,000"," $47,575 ", undisclosed , undisclosed ,SIDNEY,MT,59270,721110,Corporation,Unanswered,Unanswered,Unanswered,,0,6/17/20,"Wells Fargo Bank, National Association",MT - 00
"h $25,000-$50,000"," $45,700 ", undisclosed , undisclosed ,SIDNEY,MT,59270,532490,Limited Liability Partnership,White,Male Owned,Veteran,,4,4/6/20,First International Bank & Trust,MT - 00
"h $25,000-$50,000"," $45,000 ", undisclosed , undisclosed ,SIDNEY,MT,59270,721110,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,12,4/3/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $44,470 ", undisclosed , undisclosed ,SIDNEY,MT,59270,484110,Corporation,Unanswered,Unanswered,Unanswered,,4,4/8/20,The Union Bank,MT - 00
"h $25,000-$50,000"," $44,200 ", undisclosed , undisclosed ,SIDNEY,MT,59270,561740,Corporation,White,Male Owned,Non-Veteran,,6,4/3/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $44,187 ", undisclosed , undisclosed ,SIDNEY,MT,59270,112111,Corporation,White,Male Owned,Non-Veteran,,7,4/27/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $43,900 ", undisclosed , undisclosed ,SIDNEY,MT,59270,811111,Subchapter S Corporation,White,Male Owned,Non-Veteran,,6,4/9/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $43,600 ", undisclosed , undisclosed ,SIDNEY,MT,59270,713210,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,8,4/27/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $42,500 ", undisclosed , undisclosed ,SIDNEY,MT,59270,811111,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,6,4/3/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $41,887 ", undisclosed , undisclosed ,SIDNEY,MT,59270,531110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,2,4/28/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $41,800 ", undisclosed , undisclosed ,SIDNEY,MT,59270,811111,Corporation,White,Male Owned,Unanswered,,5,4/3/20,The Yellowstone Bank,MT - 00
"h $25,000-$50,000"," $41,800 ", undisclosed , undisclosed ,SIDNEY,MT,59270,213112,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,3,5/19/20,The Yellowstone Bank,MT - 00
"h $25,000-$50,000"," $39,800 ", undisclosed , undisclosed ,SIDNEY,MT,59270,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,4/13/20,The Yellowstone Bank,MT - 00
"h $25,000-$50,000"," $39,400 ", undisclosed , undisclosed ,SIDNEY,MT,59270,621210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,6,4/7/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $39,239 ", undisclosed , undisclosed ,SIDNEY,MT,59270,213112,Corporation,Unanswered,Unanswered,Unanswered,,2,5/15/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $39,200 ", undisclosed , undisclosed ,SIDNEY,MT,59270,238290,Subchapter S Corporation,White,Male Owned,Unanswered,,3,4/6/20,The Yellowstone Bank,MT - 00
"h $25,000-$50,000"," $38,400 ", undisclosed , undisclosed ,SIDNEY,MT,59270,524210,Corporation,White,Female Owned,Non-Veteran,,2,4/3/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $38,000 ", undisclosed , undisclosed ,SIDNEY,MT,59270,813110,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,5,4/13/20,The Yellowstone Bank,MT - 00
"h $25,000-$50,000"," $37,600 ", undisclosed , undisclosed ,SIDNEY,MT,59270,236115,Subchapter S Corporation,White,Male Owned,Unanswered,,3,4/3/20,The Yellowstone Bank,MT - 00
"h $25,000-$50,000"," $36,357 ", undisclosed , undisclosed ,SIDNEY,MT,59270,236116,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5/14/20,Intuit Financing Inc.,MT - 00
"h $25,000-$50,000"," $35,437 ", undisclosed , undisclosed ,SIDNEY,MT,59270,624410,Corporation,White,Female Owned,Non-Veteran,,10,4/27/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $34,800 ", undisclosed , undisclosed ,SIDNEY,MT,59270,213112,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,4,5/1/20,The Yellowstone Bank,MT - 00
"h $25,000-$50,000"," $32,200 ", undisclosed , undisclosed ,SIDNEY,MT,59270,541211,Subchapter S Corporation,White,Male Owned,Non-Veteran,,3,4/3/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $31,500 ", undisclosed , undisclosed ,SIDNEY,MT,59270,722513,Sole Proprietorship,White,Female Owned,Non-Veteran,,12,4/3/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $31,400 ", undisclosed , undisclosed ,SIDNEY,MT,59270,441210,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,4,4/9/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $31,150 ", undisclosed , undisclosed ,SIDNEY,MT,59270,922160,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/15/20,Gate City Bank,MT - 00
"h $25,000-$50,000"," $31,042 ", undisclosed , undisclosed ,SIDNEY,MT,59270,621111,Corporation,Unanswered,Unanswered,Unanswered,,0,4/30/20,"Wells Fargo Bank, National Association",MT - 00
"h $25,000-$50,000"," $30,600 ", undisclosed , undisclosed ,SIDNEY,MT,59270,511110,Sole Proprietorship,White,Male Owned,Unanswered,,4,4/3/20,The Yellowstone Bank,MT - 00
"h $25,000-$50,000"," $30,200 ", undisclosed , undisclosed ,SIDNEY,MT,59270,448140,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,31,4/9/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $29,500 ", undisclosed , undisclosed ,SIDNEY,MT,59270,443141,Corporation,White,Male Owned,Non-Veteran,,2,4/3/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $28,700 ", undisclosed , undisclosed ,SIDNEY,MT,59270,238390,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,3,4/3/20,The Yellowstone Bank,MT - 00
"h $25,000-$50,000"," $28,639 ", undisclosed , undisclosed ,SIDNEY,MT,59270,316110,Corporation,Unanswered,Male Owned,Non-Veteran,,8,4/27/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $28,580 ", undisclosed , undisclosed ,SIDNEY,MT,59270,323111,Subchapter S Corporation,White,Female Owned,Non-Veteran,,5,4/28/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $26,800 ", undisclosed , undisclosed ,SIDNEY,MT,59270,213112,Sole Proprietorship,White,Male Owned,Non-Veteran,,1,4/3/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $26,800 ", undisclosed , undisclosed ,SIDNEY,MT,59270,447190,Subchapter S Corporation,White,Female Owned,Non-Veteran,,4,4/3/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $26,715 ", undisclosed , undisclosed ,SIDNEY,MT,59270,541110,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,5,4/15/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $26,670 ", undisclosed , undisclosed ,SIDNEY,MT,59270,424910,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,3,4/29/20,First Security Bank of Roundup,MT - 00
"h $25,000-$50,000"," $26,369 ", undisclosed , undisclosed ,SIDNEY,MT,59270,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3,4/15/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $25,900 ", undisclosed , undisclosed ,SIDNEY,MT,59270,524210,Subchapter S Corporation,White,Female Owned,Non-Veteran,,3,4/9/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $25,700 ", undisclosed , undisclosed ,SIDNEY,MT,59270,213112,Subchapter S Corporation,White,Male Owned,Non-Veteran,,3,4/13/20,The Yellowstone Bank,MT - 00
"h $25,000-$50,000"," $25,600 ", undisclosed , undisclosed ,SIDNEY,MT,59270,423730,Subchapter S Corporation,White,Male Owned,Non-Veteran,,3,4/3/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $25,482 ", undisclosed , undisclosed ,SIDNEY,MT,59270,424940,Corporation,Unanswered,Male Owned,Non-Veteran,,,5/3/20,"Wells Fargo Bank, National Association",MT - 00
"h $25,000-$50,000"," $25,400 ", undisclosed , undisclosed ,SIDNEY,MT,59270,484230,Corporation,White,Male Owned,Non-Veteran,,9,4/3/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $25,280 ", undisclosed , undisclosed ,SIDNEY,MT,59270,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5/3/20,Cross River Bank,MT - 00
"h $25,000-$50,000"," $25,120 ", undisclosed , undisclosed ,SIDNEY,MT,59270,531110,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,5,4/28/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $46,928 ", undisclosed , undisclosed ,SILVER GATE,MT,59081,721199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/6/20,Truist Bank d/b/a Branch Banking & Trust Co,MT - 00
"h $25,000-$50,000"," $45,425 ", undisclosed , undisclosed ,SOMERS,MT,59932,541690,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,4,4/14/20,Greater Nevada CU,MT - 00
"h $25,000-$50,000"," $35,263 ", undisclosed , undisclosed ,SOMERS,MT,59932,337122,Corporation,White,Male Owned,Non-Veteran,,9,4/15/20,First Interstate Bank,MT - 00
"h $25,000-$50,000"," $26,200 ", undisclosed , undisclosed ,SOMERS,MT,59932,424410,Corporation,Unanswered,Unanswered,Unanswered,,4,4/14/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $41,400 ", undisclosed , undisclosed ,ST IGNATIUS,MT,59865,485410,Corporation,Unanswered,Unanswered,Unanswered,,16,4/28/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $48,500 ", undisclosed , undisclosed ,STANFORD,MT,59479,541110,Limited Liability Partnership,White,Male Owned,Unanswered,,5,4/3/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $46,300 ", undisclosed , undisclosed ,STANFORD,MT,59479,445110,Corporation,Unanswered,Male Owned,Non-Veteran,,12,4/4/20,"First Montana Bank, Inc.",MT - 00
"h $25,000-$50,000"," $32,800 ", undisclosed , undisclosed ,STANFORD,MT,59479,447110,Corporation,Unanswered,Male Owned,Unanswered,,5,4/15/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $28,900 ", undisclosed , undisclosed ,STANFORD,MT,59479,237990,Corporation,White,Male Owned,Non-Veteran,,17,4/3/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $26,430 ", undisclosed , undisclosed ,STANFORD,MT,59479,488510,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,5,4/14/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $25,800 ", undisclosed , undisclosed ,STANFORD,MT,59479,424910,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,4,5/18/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $25,762 ", undisclosed , undisclosed ,STANFORD,MT,59479,236117,Corporation,Unanswered,Unanswered,Unanswered,,3,5/15/20,First Interstate Bank,MT - 00
"h $25,000-$50,000"," $25,000 ", undisclosed , undisclosed ,STANFORD,MT,59479,721214,Corporation,Unanswered,Male Owned,Unanswered,,4,5/6/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $47,200 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,238110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,8,4/28/20,Farmers State Bank,MT - 00
"h $25,000-$50,000"," $46,400 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,312120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,4/9/20,Rocky Mountain Bank,MT - 00
"h $25,000-$50,000"," $43,300 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,115310,Corporation,Unanswered,Female Owned,Unanswered,,8,4/10/20,Farmers State Bank,MT - 00
"h $25,000-$50,000"," $39,900 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,238220,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,5,4/13/20,Farmers State Bank,MT - 00
"h $25,000-$50,000"," $38,553 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,115210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,4/13/20,First Interstate Bank,MT - 00
"h $25,000-$50,000"," $38,400 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,621111,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,7,4/6/20,Farmers State Bank,MT - 00
"h $25,000-$50,000"," $35,000 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,621210,Corporation,Unanswered,Male Owned,Unanswered,,6,5/5/20,Farmers State Bank,MT - 00
"h $25,000-$50,000"," $34,900 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,332992,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,4,4/8/20,TrailWest Bank,MT - 00
"h $25,000-$50,000"," $34,675 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,238390,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,5/14/20,First Interstate Bank,MT - 00
"h $25,000-$50,000"," $33,700 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,511110,Corporation,Unanswered,Male Owned,Unanswered,,13,4/6/20,Farmers State Bank,MT - 00
"h $25,000-$50,000"," $33,100 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,238210,Corporation,Unanswered,Male Owned,Unanswered,,4,4/6/20,Farmers State Bank,MT - 00
"h $25,000-$50,000"," $32,057 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/3/20,"U.S. Bank, National Association",MT - 00
"h $25,000-$50,000"," $30,000 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,238210,Corporation,White,Male Owned,Non-Veteran,,4,4/10/20,Farmers State Bank,MT - 00
"h $25,000-$50,000"," $29,300 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,238220,Corporation,Unanswered,Male Owned,Unanswered,,4,4/7/20,Farmers State Bank,MT - 00
"h $25,000-$50,000"," $28,700 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,541110,Professional Association,Unanswered,Male Owned,Unanswered,,3,4/3/20,Farmers State Bank,MT - 00
"h $25,000-$50,000"," $27,500 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,713910,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,4,4/9/20,Farmers State Bank,MT - 00
"h $25,000-$50,000"," $26,500 ", undisclosed , undisclosed ,STEVENSVILLE,MT,59870,722515,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/10/20,Clearwater FCU,MT - 00
"h $25,000-$50,000"," $30,624 ", undisclosed , undisclosed ,SUN RIVER,MT,59483,424520,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",MT - 00
"h $25,000-$50,000"," $29,983 ", undisclosed , undisclosed ,SUNBURST,MT,59482,111140,Corporation,White,Male Owned,Unanswered,,2,4/28/20,The First State Bank of Shelby,MT - 00
"h $25,000-$50,000"," $48,357 ", undisclosed , undisclosed ,SUPERIOR,MT,59872,722511,Corporation,White,Male Owned,Non-Veteran,,12,4/6/20,TrailWest Bank,MT - 00
"h $25,000-$50,000"," $45,000 ", undisclosed , undisclosed ,SUPERIOR,MT,59872,624310,Subchapter S Corporation,White,Female Owned,Non-Veteran,,9,4/6/20,TrailWest Bank,MT - 00
"h $25,000-$50,000"," $44,838 ", undisclosed , undisclosed ,SUPERIOR,MT,59872,236115,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,5,4/7/20,TrailWest Bank,MT - 00
"h $25,000-$50,000"," $32,500 ", undisclosed , undisclosed ,SUPERIOR,MT,59872,113310,Sole Proprietorship,White,Male Owned,Non-Veteran,,3,5/7/20,TrailWest Bank,MT - 00
"h $25,000-$50,000"," $26,825 ", undisclosed , undisclosed ,SUPERIOR,MT,59872,562991,Subchapter S Corporation,Hispanic,Female Owned,Non-Veteran,,8,4/8/20,TrailWest Bank,MT - 00
"h $25,000-$50,000"," $39,200 ", undisclosed , undisclosed ,SWEET GRASS,MT,59484,493110,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,2,4/28/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $25,600 ", undisclosed , undisclosed ,TEIGEN,MT,59084,112111,Corporation,Unanswered,Unanswered,Unanswered,,3,4/28/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $28,131 ", undisclosed , undisclosed ,TERRY,MT,59349,112112,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",MT - 00
"h $25,000-$50,000"," $48,700 ", undisclosed , undisclosed ,THOMPSON FALLS,MT,59873,722511,Corporation,Unanswered,Unanswered,Unanswered,,13,4/8/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $46,600 ", undisclosed , undisclosed ,THOMPSON FALLS,MT,59873,238210,Limited Liability Partnership,Unanswered,Male Owned,Unanswered,,4,4/5/20,Valley Bank of Ronan,MT - 00
"h $25,000-$50,000"," $37,500 ", undisclosed , undisclosed ,THOMPSON FALLS,MT,59873,238910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/7/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $33,500 ", undisclosed , undisclosed ,THOMPSON FALLS,MT,59873,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,12,4/27/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $32,700 ", undisclosed , undisclosed ,THOMPSON FALLS,MT,59873,238910,Corporation,Unanswered,Unanswered,Unanswered,,6,4/11/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $30,100 ", undisclosed , undisclosed ,THOMPSON FALLS,MT,59873,511110,Corporation,Unanswered,Female Owned,Unanswered,,12,4/4/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $29,400 ", undisclosed , undisclosed ,THOMPSON FALLS,MT,59873,621340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,4/11/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $28,300 ", undisclosed , undisclosed ,THOMPSON FALLS,MT,59873,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,4/8/20,Valley Bank of Ronan,MT - 00
"h $25,000-$50,000"," $26,300 ", undisclosed , undisclosed ,THOMPSON FALLS,MT,59873,446110,Corporation,Unanswered,Male Owned,Unanswered,,7,4/4/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $35,045 ", undisclosed , undisclosed ,THOMPSON FLS,MT,59873,339999,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,5/6/20,"U.S. Bank, National Association",MT - 00
"h $25,000-$50,000"," $48,527 ", undisclosed , undisclosed ,THREE FORKS,MT,59752,336360,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/27/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $46,200 ", undisclosed , undisclosed ,THREE FORKS,MT,59752,621399,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,8,4/10/20,Manhattan Bank,MT - 00
"h $25,000-$50,000"," $37,700 ", undisclosed , undisclosed ,THREE FORKS,MT,59752,481219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,4/7/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $37,500 ", undisclosed , undisclosed ,THREE FORKS,MT,59752,722511,Corporation,Unanswered,Unanswered,Unanswered,,12,4/14/20,First Community Bank,MT - 00
"h $25,000-$50,000"," $35,250 ", undisclosed , undisclosed ,THREE FORKS,MT,59752,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18,4/15/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $32,762 ", undisclosed , undisclosed ,THREE FORKS,MT,59752,238140,Corporation,Unanswered,Unanswered,Unanswered,,3,5/18/20,Montana Community Development Corp.,MT - 00
"h $25,000-$50,000"," $32,547 ", undisclosed , undisclosed ,THREE FORKS,MT,59752,423990,Subchapter S Corporation,White,Female Owned,Non-Veteran,,5,4/27/20,Manhattan Bank,MT - 00
"h $25,000-$50,000"," $31,600 ", undisclosed , undisclosed ,THREE FORKS,MT,59752,713910,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,16,4/8/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $30,900 ", undisclosed , undisclosed ,THREE FORKS,MT,59752,621340,Corporation,Unanswered,Unanswered,Unanswered,,4,4/5/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $30,000 ", undisclosed , undisclosed ,THREE FORKS,MT,59752,623311,Corporation,Unanswered,Unanswered,Unanswered,,7,4/27/20,First Community Bank,MT - 00
"h $25,000-$50,000"," $27,500 ", undisclosed , undisclosed ,THREE FORKS,MT,59752,722410,Corporation,Unanswered,Unanswered,Unanswered,,6,4/27/20,Glacier Bank,MT - 00
"h $25,000-$50,000"," $27,000 ", undisclosed , undisclosed ,THREE FORKS,MT,59752,541613,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,4/28/20,Stockman Bank of Montana,MT - 00
"h $25,000-$50,000"," $27,000 ", undisclosed , undisclosed ,THREE FORKS,MT,59752,722410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,4/8/20,Manhattan Bank,MT - 00
"h $25,000-$50,000"," $25,100 ", undisclosed , undisclosed ,THREE FORKS,MT,59752,444130,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,4/13/20,Manhattan Bank,MT - 00
"h $25,000-$50,000"," $30,500 ", undisclosed , undisclosed ,TOSTON,MT,59643,112111,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,4,4/15/20,Opportunity Bank of Montana,MT - 00
"h $25,000-$50,000"," $48,800 ", undisclosed , undisclosed ,TOWNSEND,MT,59644,238310,Corporation,Unanswered,Unanswered,Unanswered,,6,4/14/20,Opportunity Bank of Montana,MT - 00
"h $25,000-$50,000"," $47,100 ", undisclosed , undisclosed ,TOWNSEND,MT,59644,441320,Corporation,Unanswered,Unanswered,Unanswered,,8,4/13/20,Opportunity Bank of Montana,MT - 00
