 LoanAmount ,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
" $16,800 ",GREAT FALLS,MT,59405,621310,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,5,4/10/20,Opportunity Bank of Montana,MT - 00
" $16,800 ",BUTTE,MT,59701,213112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/29/20,Glacier Bank,MT - 00
" $16,800 ",KALISPELL,MT,59901,238160,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,4/11/20,Glacier Bank,MT - 00
" $16,800 ",BIGFORK,MT,59911,561740,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/11/20,Glacier Bank,MT - 00
" $16,800 ",SEELEY LAKE,MT,59868,238910,Sole Proprietorship,White,Male Owned,Non-Veteran,,3,4/27/20,TrailWest Bank,MT - 00
" $16,800 ",BOZEMAN,MT,59715,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/4/20,Opportunity Bank of Montana,MT - 00
" $16,800 ",VICTOR,MT,59875,238990,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,6,4/13/20,Farmers State Bank,MT - 00
" $16,800 ",BOZEMAN,MT,59771,711510,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,4/27/20,"Farmers State Bank of Alto Pass, Illinois",MT - 00
" $16,800 ",BOZEMAN,MT,59715,621111,Corporation,Unanswered,Male Owned,Unanswered,,5,4/5/20,Glacier Bank,MT - 00
" $16,800 ",KALISPELL,MT,59901,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/13/20,Three Rivers Bank of Montana,MT - 00
" $16,800 ",HAVRE,MT,59501,213112,Limited  Liability Company(LLC),White,Female Owned,Unanswered,,2,4/6/20,First State Bank & Trust,MT - 00
" $16,800 ",WHITEFISH,MT,59937,453920,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,0,4/6/20,Glacier Bank,MT - 00
" $16,800 ",LIVINGSTON,MT,59047,722515,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,9,4/28/20,Opportunity Bank of Montana,MT - 00
" $16,800 ",BOULDER,MT,59632,722511,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,2,4/14/20,Madison Valley Bank,MT - 00
" $16,800 ",HAVRE,MT,59501,311811,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,5,4/7/20,Stockman Bank of Montana,MT - 00
" $16,800 ",BIGFORK,MT,59911,112920,Partnership,Unanswered,Unanswered,Unanswered,,0,4/7/20,Glacier Bank,MT - 00
" $16,800 ",BIG TIMBER,MT,59011,561730,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,2,4/28/20,American Bank,MT - 00
" $16,800 ",TOWNSEND,MT,59644,721214,Corporation,Unanswered,Unanswered,Unanswered,,10,4/28/20,Opportunity Bank of Montana,MT - 00
" $16,800 ",KALISPELL,MT,59901,238160,Subchapter S Corporation,White,Male Owned,Non-Veteran,,4,4/8/20,TrailWest Bank,MT - 00
" $16,800 ",KALISPELL,MT,59901,444220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,4/15/20,Glacier Bank,MT - 00
" $16,800 ",HUNTLEY,MT,59037,519130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,4/28/20,Glacier Bank,MT - 00
" $16,800 ",MISSOULA,MT,59801,333120,Corporation,Unanswered,Male Owned,Non-Veteran,,4,4/15/20,Glacier Bank,MT - 00
" $16,800 ",BILLINGS,MT,59102,531210,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,1,4/9/20,Stockman Bank of Montana,MT - 00
" $16,797 ",LIVINGSTON,MT,59047,722511,Partnership,Unanswered,Unanswered,Unanswered,,4,5/11/20,First Interstate Bank,MT - 00
" $16,797 ",BILLINGS,MT,59101,441120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,4/15/20,Montana Community Development Corp.,MT - 00
" $16,795 ",BILLINGS,MT,59102,453998,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,4/6/20,Little Horn State Bank,MT - 00
" $16,793 ",MISSOULA,MT,59802,484110,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,4/28/20,First Interstate Bank,MT - 00
" $16,792 ",HELENA,MT,59601,541199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/30/20,"U.S. Bank, National Association",MT - 00
" $16,791 ",MISSOULA,MT,59801,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/30/20,"U.S. Bank, National Association",MT - 00
" $16,787 ",LIBBY,MT,59923,623210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,4/8/20,Valley Bank of Kalispell,MT - 00
" $16,784 ",KALISPELL,MT,59901,519190,Corporation,Unanswered,Unanswered,Unanswered,,0,4/30/20,"Wells Fargo Bank, National Association",MT - 00
" $16,783 ",BOZEMAN,MT,59715,813219,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,4/27/20,First Interstate Bank,MT - 00
" $16,779 ",KALISPELL,MT,59901,111421,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,4/27/20,Valley Bank of Kalispell,MT - 00
" $16,772 ",KALISPELL,MT,59901,621210,Subchapter S Corporation,White,Male Owned,Unanswered,,1,4/28/20,Valley Bank of Kalispell,MT - 00
" $16,769 ",FORT SMITH,MT,59035,721214,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/15/20,First Interstate Bank,MT - 00
" $16,768 ",BOZEMAN,MT,59715,511120,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,2,4/10/20,First Interstate Bank,MT - 00
" $16,766 ",CUT BANK,MT,59427,111199,Corporation,Unanswered,Unanswered,Unanswered,,3,4/14/20,First Interstate Bank,MT - 00
" $16,754 ",BOZEMAN,MT,59718,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,6/2/20,Montana Community Development Corp.,MT - 00
" $16,754 ",BELGRADE,MT,59714,722513,Corporation,Unanswered,Unanswered,Unanswered,,5,4/16/20,First Interstate Bank,MT - 00
" $16,751 ",BUTTE,MT,59701,236115,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,5,4/28/20,"First Montana Bank, Inc.",MT - 00
" $16,750 ",MILES CITY,MT,59301,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/28/20,Stockman Bank of Montana,MT - 00
" $16,750 ",SCOBEY,MT,59263,112111,Corporation,Unanswered,Unanswered,Unanswered,,3,4/10/20,Independence Bank,MT - 00
" $16,750 ",BILLINGS,MT,59106,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/29/20,Glacier Bank,MT - 00
" $16,750 ",GRASS RANGE,MT,59032,112111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,4/28/20,Glacier Bank,MT - 00
" $16,750 ",WISDOM,MT,59761,112111,Corporation,Unanswered,Unanswered,Unanswered,,3,4/28/20,Stockman Bank of Montana,MT - 00
" $16,750 ",GREAT FALLS,MT,59404,238330,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1,5/1/20,Embark FCU,MT - 00
" $16,745 ",MISSOULA,MT,59808,541613,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/30/20,Bank of the West,MT - 00
" $16,735 ",KALISPELL,MT,59901,713940,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,6/16/20,First Interstate Bank,MT - 00
" $16,732 ",BELGRADE,MT,59714,561720,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,4/30/20,Glacier Bank,MT - 00
" $16,718 ",CHOTEAU,MT,59422,561440,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,5/6/20,Glacier Bank,MT - 00
" $16,700 ",HELENA,MT,59601,531210,Corporation,Unanswered,Male Owned,Unanswered,,2,4/10/20,Farmers State Bank,MT - 00
" $16,700 ",KALISPELL,MT,59901,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,4/15/20,Glacier Bank,MT - 00
" $16,700 ",PLENTYWOOD,MT,59254,722410,Corporation,Unanswered,Unanswered,Unanswered,,5,4/29/20,"Bank of Bridger, National Association",MT - 00
" $16,700 ",MISSOULA,MT,59802,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/12/20,First Interstate Bank,MT - 00
" $16,700 ",BOZEMAN,MT,59715,712110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3,4/12/20,First Interstate Bank,MT - 00
" $16,700 ",SUN RIVER,MT,59483,238160,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,6,5/8/20,Stockman Bank of Montana,MT - 00
" $16,700 ",MISSOULA,MT,59802,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/13/20,First Interstate Bank,MT - 00
" $16,700 ",THREE FORKS,MT,59752,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,4/3/20,Glacier Bank,MT - 00
" $16,700 ",BILLINGS,MT,59106,721310,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,5,4/3/20,Stockman Bank of Montana,MT - 00
" $16,700 ",GLENDIVE,MT,59330,444190,Corporation,Unanswered,Unanswered,Unanswered,,2,4/3/20,American Bank Center,MT - 00
" $16,700 ",GREAT FALLS,MT,59401,115210,Subchapter S Corporation,White,Male Owned,Non-Veteran,,4,4/3/20,Stockman Bank of Montana,MT - 00
" $16,700 ",MISSOULA,MT,59802,541110,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,3,4/3/20,Stockman Bank of Montana,MT - 00
" $16,700 ",OUTLOOK,MT,59252,111998,Corporation,Unanswered,Unanswered,Unanswered,,4,5/28/20,"Bank of Bridger, National Association",MT - 00
" $16,700 ",BOZEMAN,MT,59718,312120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/4/20,Glacier Bank,MT - 00
" $16,700 ",BOZEMAN,MT,59715,448120,Subchapter S Corporation,Unanswered,Female Owned,Unanswered,,4,4/4/20,Opportunity Bank of Montana,MT - 00
" $16,700 ",FAIRVIEW,MT,59221,213112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4/13/20,Bank of Idaho,MT - 00
" $16,700 ",BOZEMAN,MT,59715,999990,Corporation,Unanswered,Unanswered,Unanswered,,1,4/5/20,Glacier Bank,MT - 00
" $16,700 ",POLSON,MT,59860,813990,Corporation,Unanswered,Unanswered,Unanswered,,2,6/29/20,Glacier Bank,MT - 00
" $16,700 ",LIBBY,MT,59923,511110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,9,4/27/20,"First Montana Bank, Inc.",MT - 00
" $16,700 ",GLENDIVE,MT,59330,515112,Corporation,White,Male Owned,Non-Veteran,,6,4/6/20,Stockman Bank of Montana,MT - 00
" $16,700 ",HELENA,MT,59601,441120,Subchapter S Corporation,White,Male Owned,Non-Veteran,,2,4/14/20,Glacier Bank,MT - 00
" $16,700 ",CHESTER,MT,59522,722511,Corporation,Unanswered,Unanswered,Unanswered,,7,4/14/20,Glacier Bank,MT - 00
" $16,700 ",BELGRADE,MT,59714,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,4/14/20,Manhattan Bank,MT - 00
" $16,700 ",RONAN,MT,59864,442210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/7/20,Glacier Bank,MT - 00
" $16,700 ",WISDOM,MT,59761,236115,Corporation,Unanswered,Male Owned,Unanswered,,4,4/28/20,Farmers State Bank,MT - 00
" $16,700 ",BOZEMAN,MT,59715,447110,Corporation,Unanswered,Male Owned,Unanswered,,7,4/14/20,Stockman Bank of Montana,MT - 00
" $16,700 ",WHITEFISH,MT,59937,621320,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,4/15/20,Glacier Bank,MT - 00
" $16,700 ",KALISPELL,MT,59901,331210,Corporation,Unanswered,Unanswered,Unanswered,,0,4/9/20,Glacier Bank,MT - 00
" $16,700 ",ANACONDA,MT,59711,236115,Corporation,Unanswered,Unanswered,Unanswered,,3,4/28/20,Glacier Bank,MT - 00
" $16,697 ",BOZEMAN,MT,59715,621330,Corporation,Unanswered,Unanswered,Unanswered,,2,6/22/20,Glacier Bank,MT - 00
" $16,692 ",HELENA,MT,59601,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,5/3/20,Cross River Bank,MT - 00
" $16,690 ",VOLBORG,MT,59351,112111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,4/28/20,Stockman Bank of Montana,MT - 00
" $16,690 ",PHILIPSBURG,MT,59858,541511,Sole Proprietorship,White,Male Owned,Unanswered,,1,5/7/20,First Security Bank of Deer Lodge,MT - 00
" $16,677 ",BELGRADE,MT,59714,562111,Limited Liability Partnership,White,Male Owned,Non-Veteran,,1,4/28/20,Montana Community Development Corp.,MT - 00
" $16,668 ",FLORENCE,MT,59833,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/27/20,Montana Community Development Corp.,MT - 00
" $16,668 ",BOZEMAN,MT,59718,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
" $16,668 ",KALISPELL,MT,59901,541330,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,2,4/15/20,First Interstate Bank,MT - 00
" $16,667 ",MISSOULA,MT,59801,443141,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,4/14/20,First Interstate Bank,MT - 00
" $16,667 ",HELENA,MT,59602,541715,Corporation,White,Female Owned,Non-Veteran,,0,6/10/20,"Wells Fargo Bank, National Association",MT - 00
" $16,667 ",BIG SKY,MT,59716,541810,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,1,4/27/20,Montana Community Development Corp.,MT - 00
" $16,667 ",TOWNSEND,MT,59644,236118,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/14/20,Montana Community Development Corp.,MT - 00
" $16,667 ",BOZEMAN,MT,59715,622210,Corporation,Unanswered,Unanswered,Unanswered,,0,4/30/20,"Wells Fargo Bank, National Association",MT - 00
" $16,667 ",MISSOULA,MT,59802,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/16/20,First Interstate Bank,MT - 00
" $16,665 ",GREAT FALLS,MT,59401,541810,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/28/20,"U.S. Bank, National Association",MT - 00
" $16,665 ",LEWISTOWN,MT,59457,541110,Sole Proprietorship,Unanswered,Female Owned,Unanswered,,2,4/28/20,Fergus FCU,MT - 00
" $16,665 ",BOZEMAN,MT,59715,238990,Corporation,Unanswered,Male Owned,Unanswered,,2,4/15/20,Manhattan Bank,MT - 00
" $16,660 ",MILES CITY,MT,59301,112111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/28/20,Stockman Bank of Montana,MT - 00
" $16,655 ",CHESTER,MT,59522,111140,Corporation,Unanswered,Unanswered,Unanswered,,,4/28/20,First Interstate Bank,MT - 00
" $16,645 ",HARDIN,MT,59034,721211,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4,4/27/20,First Interstate Bank,MT - 00
" $16,639 ",SHELBY,MT,59474,813110,Non-Profit Organization,White,Female Owned,Unanswered,Y,6,4/10/20,The First State Bank of Shelby,MT - 00
" $16,633 ",GREAT FALLS,MT,59405,713210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,4/30/20,American Bank Center,MT - 00
" $16,632 ",MILES CITY,MT,59301,112111,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,2,4/27/20,Stockman Bank of Montana,MT - 00
" $16,632 ",GREAT FALLS,MT,59405,722410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,4/7/20,American Bank Center,MT - 00
" $16,631 ",WOLF POINT,MT,59201,451110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/15/20,Independence Bank,MT - 00
" $16,628 ",MISSOULA,MT,59802,713290,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,4/30/20,"Wells Fargo Bank, National Association",MT - 00
" $16,623 ",BILLINGS,MT,59101,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
" $16,617 ",BOZEMAN,MT,59715,711120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4/28/20,Glacier Bank,MT - 00
" $16,615 ",HAMILTON,MT,59840,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,4/15/20,First Interstate Bank,MT - 00
" $16,610 ",HOBSON,MT,59452,112111,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,3,5/1/20,Stockman Bank of Montana,MT - 00
" $16,610 ",RICHEY,MT,59259,112111,Corporation,Unanswered,Unanswered,Unanswered,,3,4/9/20,Stockman Bank of Montana,MT - 00
" $16,607 ",KALISPELL,MT,59901,236118,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,4/28/20,Valley Bank of Kalispell,MT - 00
" $16,600 ",MISSOULA,MT,59808,531210,Limited  Liability Company(LLC),White,Female Owned,Unanswered,,1,4/11/20,Stockman Bank of Montana,MT - 00
" $16,600 ",BILLINGS,MT,59106,541360,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,2,4/27/20,The Yellowstone Bank,MT - 00
" $16,600 ",MISSOULA,MT,59801,624310,Subchapter S Corporation,White,Female Owned,Non-Veteran,,2,4/3/20,Glacier Bank,MT - 00
" $16,600 ",BILLINGS,MT,59101,312120,Subchapter S Corporation,White,Male Owned,Non-Veteran,,7,4/4/20,Stockman Bank of Montana,MT - 00
" $16,600 ",PARK CITY,MT,59063,112111,Subchapter S Corporation,White,Male Owned,Unanswered,,3,4/27/20,The Yellowstone Bank,MT - 00
" $16,600 ",TROY,MT,59935,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,4/27/20,"First Montana Bank, Inc.",MT - 00
" $16,600 ",MISSOULA,MT,59803,541613,Limited  Liability Company(LLC),White,Female Owned,Unanswered,,1,4/6/20,Glacier Bank,MT - 00
" $16,600 ",GLENDIVE,MT,59330,112111,Corporation,White,Male Owned,Unanswered,,2,4/6/20,Stockman Bank of Montana,MT - 00
" $16,600 ",SAINT REGIS,MT,59866,561710,Subchapter S Corporation,White,Female Owned,Non-Veteran,,5,4/7/20,TrailWest Bank,MT - 00
" $16,600 ",KALISPELL,MT,59901,238310,Corporation,Unanswered,Unanswered,Unanswered,,3,4/28/20,Glacier Bank,MT - 00
" $16,600 ",BIGFORK,MT,59911,811490,Independent Contractors,Unanswered,Unanswered,Unanswered,,0,4/15/20,Glacier Bank,MT - 00
" $16,600 ",WHITE SULPHUR SPRINGS,MT,59645,721110,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,5,4/9/20,Poppy Bank,MT - 00
" $16,600 ",WHITEFISH,MT,59937,624120,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4,4/9/20,Glacier Bank,MT - 00
" $16,598 ",COLSTRIP,MT,59323,623312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,4/29/20,First Interstate Bank,MT - 00
" $16,597 ",RAYMOND,MT,59256,111140,Corporation,Unanswered,Unanswered,Unanswered,,3,4/28/20,Montana Community Development Corp.,MT - 00
" $16,595 ",BIGFORK,MT,59711,713210,Corporation,Unanswered,Unanswered,Unanswered,,4,4/29/20,Glacier Bank,MT - 00
" $16,588 ",BOZEMAN,MT,59718,238320,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,2,4/15/20,First Interstate Bank,MT - 00
" $16,587 ",WINIFRED,MT,59489,112111,Corporation,Unanswered,Unanswered,Unanswered,,3,5/12/20,Glacier Bank,MT - 00
" $16,587 ",MEDICINE LAKE,MT,59247,111140,Corporation,Unanswered,Male Owned,Unanswered,,2,4/27/20,First Community Bank,MT - 00
" $16,577 ",HARDIN,MT,59034,524210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/6/20,Little Horn State Bank,MT - 00
" $16,577 ",HARDIN,MT,59034,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4/7/20,Little Horn State Bank,MT - 00
" $16,577 ",BRIDGER,MT,59014,484220,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,2,6/5/20,First Interstate Bank,MT - 00
" $16,567 ",SIMMS,MT,59477,238190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4/29/20,Glacier Bank,MT - 00
" $16,555 ",BOZEMAN,MT,59715,621330,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4/29/20,First Interstate Bank,MT - 00
" $16,550 ",DUTTON,MT,59433,238210,Sole Proprietorship,White,Unanswered,Non-Veteran,,1,4/29/20,Independence Bank,MT - 00
" $16,550 ",BROADUS,MT,59317,721110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,7,4/27/20,1st Bank,MT - 00
" $16,547 ",HAMILTON,MT,59840,441120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,4/13/20,First Interstate Bank,MT - 00
" $16,538 ",NORRIS,MT,59745,441310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,4/14/20,First Interstate Bank,MT - 00
" $16,535 ",ZORTMAN,MT,59546,115210,Corporation,Unanswered,Unanswered,Unanswered,,3,4/27/20,First Interstate Bank,MT - 00
" $16,520 ",BELT,MT,59412,524210,Subchapter S Corporation,White,Female Owned,Non-Veteran,,2,5/22/20,Belt Valley Bank,MT - 00
" $16,517 ",TROY,MT,59935,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/3/20,Cross River Bank,MT - 00
" $16,500 ",SUN RIVER,MT,59483,237310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4,6/23/20,Glacier Bank,MT - 00
" $16,500 ",HELENA,MT,59601,441120,Corporation,Unanswered,Unanswered,Unanswered,,3,4/10/20,First Interstate Bank,MT - 00
" $16,500 ",LEWISTOWN,MT,59457,236115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3,4/10/20,Stockman Bank of Montana,MT - 00
" $16,500 ",BILLINGS,MT,59101,532111,Corporation,Unanswered,Unanswered,Unanswered,,3,4/10/20,Glacier Bank,MT - 00
" $16,500 ",LIVINGSTON,MT,59047,321999,Corporation,Unanswered,Male Owned,Unanswered,,2,4/10/20,Glacier Bank,MT - 00
" $16,500 ",BIG SKY,MT,59716,541320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,4/11/20,Glacier Bank,MT - 00
" $16,500 ",MISSOULA,MT,59802,312140,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,4/11/20,Clearwater FCU,MT - 00
" $16,500 ",KALISPELL,MT,59901,811211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,4/12/20,First Interstate Bank,MT - 00
" $16,500 ",FLORENCE,MT,59833,624410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,4/3/20,Stockman Bank of Montana,MT - 00
" $16,500 ",HELENA,MT,59601,812220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,4/27/20,Intrepid CU,MT - 00
" $16,500 ",BILLINGS,MT,59102,448110,Cooperative,White,Male Owned,Unanswered,,3,4/4/20,Stockman Bank of Montana,MT - 00
" $16,500 ",ROUNDUP,MT,59072,211120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,4/27/20,First Security Bank of Roundup,MT - 00
" $16,500 ",BILLINGS,MT,59102,523930,Corporation,Unanswered,Unanswered,Unanswered,,3,4/27/20,Glacier Bank,MT - 00
" $16,500 ",CLANCY,MT,59634,561520,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/27/20,Madison Valley Bank,MT - 00
" $16,500 ",ENNIS,MT,59729,541990,Corporation,Unanswered,Unanswered,Unanswered,,3,4/6/20,Ascent Bank,MT - 00
" $16,500 ",JOLIET,MT,59041,711219,Partnership,Unanswered,Unanswered,Unanswered,,3,4/7/20,"Bank of Bridger, National Association",MT - 00
" $16,500 ",MISSOULA,MT,59801,323111,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,3,4/7/20,Glacier Bank,MT - 00
